Entity,Code,Day,people_fully_vaccinated_per_hundred,145609-annotations
Peru,PER,2021-05-12,2.42,
Peru,PER,2021-05-13,2.45,
Peru,PER,2021-05-14,2.51,
Peru,PER,2021-05-15,2.57,
Peru,PER,2021-05-16,2.61,
Peru,PER,2021-05-17,2.64,
Peru,PER,2021-05-18,2.67,
Peru,PER,2021-05-19,2.73,
Peru,PER,2021-05-20,2.78,
Peru,PER,2021-05-21,2.94,
Peru,PER,2021-05-22,3.1,
Peru,PER,2021-05-23,3.22,
Peru,PER,2021-05-24,3.38,
Peru,PER,2021-05-25,3.45,
Peru,PER,2021-05-26,3.49,
Peru,PER,2021-05-27,3.57,
Peru,PER,2021-05-28,3.65,
Peru,PER,2021-05-29,3.82,
Peru,PER,2021-05-30,3.91,
Peru,PER,2021-05-31,4.04,
Peru,PER,2021-06-01,4.16,
Peru,PER,2021-06-02,4.26,
Peru,PER,2021-06-03,4.34,
Peru,PER,2021-06-04,4.41,
Peru,PER,2021-06-05,4.45,
Peru,PER,2021-06-06,4.45,
Peru,PER,2021-06-07,4.52,
Peru,PER,2021-06-08,4.87,
Peru,PER,2021-06-09,5.15,
Peru,PER,2021-06-10,5.47,
Peru,PER,2021-06-11,5.88,
Peru,PER,2021-06-12,6.14,
Peru,PER,2021-06-13,6.28,
Peru,PER,2021-06-14,6.52,
Peru,PER,2021-06-15,6.79,
Peru,PER,2021-06-16,7.02,
Peru,PER,2021-06-17,7.32,
Peru,PER,2021-06-18,7.74,
Peru,PER,2021-06-19,8.01,
Peru,PER,2021-06-20,8.09,
Peru,PER,2021-06-21,8.3,
Peru,PER,2021-06-22,8.59,
Peru,PER,2021-06-23,8.85,
Peru,PER,2021-06-24,8.97,
Peru,PER,2021-06-25,9.08,
Peru,PER,2021-06-26,9.12,
Peru,PER,2021-06-27,9.13,
Peru,PER,2021-06-28,9.17,
Peru,PER,2021-06-29,9.38,
Peru,PER,2021-06-30,9.67,
Peru,PER,2021-07-01,9.98,
Peru,PER,2021-07-02,10.25,
Peru,PER,2021-07-03,10.46,
Peru,PER,2021-07-04,10.57,
Peru,PER,2021-07-05,10.68,
Peru,PER,2021-07-06,10.81,
Peru,PER,2021-07-07,10.91,
Peru,PER,2021-07-08,11.04,
Peru,PER,2021-07-09,11.16,
Peru,PER,2021-07-10,11.24,
Peru,PER,2021-07-11,11.27,
Peru,PER,2021-07-12,11.34,
Peru,PER,2021-07-13,11.41,
Peru,PER,2021-07-14,11.5,
Peru,PER,2021-07-15,11.68,
Peru,PER,2021-07-16,11.96,
Peru,PER,2021-07-17,12.21,
Peru,PER,2021-07-18,12.35,
Peru,PER,2021-07-19,12.47,
Peru,PER,2021-07-20,12.56,
Peru,PER,2021-07-21,12.78,
Peru,PER,2021-07-22,13.02,
Peru,PER,2021-07-23,13.32,
Peru,PER,2021-07-24,13.65,
Peru,PER,2021-07-25,13.94,
Peru,PER,2021-07-26,14.02,
Peru,PER,2021-07-27,14.64,
Peru,PER,2021-07-28,14.94,
Peru,PER,2021-07-29,15.08,
Peru,PER,2021-07-30,15.46,
Peru,PER,2021-07-31,16.09,
Peru,PER,2021-08-01,16.53,
Peru,PER,2021-08-02,16.82,
Peru,PER,2021-08-03,17.11,
Peru,PER,2021-08-04,17.39,
Peru,PER,2021-08-05,17.71,
Peru,PER,2021-08-06,18.03,
Peru,PER,2021-08-07,18.46,
Peru,PER,2021-08-08,18.67,
Philippines,PHL,2021-03-30,0,
Philippines,PHL,2021-04-05,0.03,
Philippines,PHL,2021-04-06,0.05,
Philippines,PHL,2021-04-11,0.12,
Philippines,PHL,2021-04-12,0.14,
Philippines,PHL,2021-04-13,0.15,
Philippines,PHL,2021-04-17,0.18,
Philippines,PHL,2021-04-18,0.18,
Philippines,PHL,2021-04-20,0.19,
Philippines,PHL,2021-04-21,0.2,
Philippines,PHL,2021-04-24,0.21,
Philippines,PHL,2021-04-26,0.22,
Philippines,PHL,2021-04-27,0.23,
Philippines,PHL,2021-04-29,0.24,
Philippines,PHL,2021-04-30,0.26,
Philippines,PHL,2021-05-01,0.26,
Philippines,PHL,2021-05-03,0.28,
Philippines,PHL,2021-05-04,0.29,
Philippines,PHL,2021-05-05,0.31,
Philippines,PHL,2021-05-07,0.38,
Philippines,PHL,2021-05-08,0.4,
Philippines,PHL,2021-05-09,0.41,
Philippines,PHL,2021-05-11,0.47,
Philippines,PHL,2021-05-14,0.58,
Philippines,PHL,2021-05-15,0.62,
Philippines,PHL,2021-05-16,0.66,
Philippines,PHL,2021-05-18,0.72,
Philippines,PHL,2021-05-21,0.84,
Philippines,PHL,2021-05-22,0.87,
Philippines,PHL,2021-05-24,0.9,
Philippines,PHL,2021-05-25,0.94,
Philippines,PHL,2021-05-30,1.1,
Philippines,PHL,2021-06-02,1.23,
Philippines,PHL,2021-06-04,1.35,
Philippines,PHL,2021-06-05,1.39,
Philippines,PHL,2021-06-06,1.41,
Philippines,PHL,2021-06-07,1.46,
Philippines,PHL,2021-06-08,1.53,
Philippines,PHL,2021-06-09,1.59,
Philippines,PHL,2021-06-12,1.69,
Philippines,PHL,2021-06-13,1.72,
Philippines,PHL,2021-06-14,1.74,
Philippines,PHL,2021-06-15,1.8,
Philippines,PHL,2021-06-16,1.84,
Philippines,PHL,2021-06-17,1.88,
Philippines,PHL,2021-06-18,1.91,
Philippines,PHL,2021-06-19,1.93,
Philippines,PHL,2021-06-20,1.97,
Philippines,PHL,2021-06-21,1.99,
Philippines,PHL,2021-06-25,2.05,
Philippines,PHL,2021-06-27,2.31,
Philippines,PHL,2021-06-29,2.35,
Philippines,PHL,2021-06-30,2.4,
Philippines,PHL,2021-07-01,2.46,
Philippines,PHL,2021-07-04,2.62,
Philippines,PHL,2021-07-06,2.67,
Philippines,PHL,2021-07-07,2.71,
Philippines,PHL,2021-07-08,2.82,
Philippines,PHL,2021-07-10,3.07,
Philippines,PHL,2021-07-11,3.16,
Philippines,PHL,2021-07-12,3.22,
Philippines,PHL,2021-07-13,3.35,
Philippines,PHL,2021-07-15,3.69,
Philippines,PHL,2021-07-16,3.91,
Philippines,PHL,2021-07-19,4.3,
Philippines,PHL,2021-07-21,4.59,
Philippines,PHL,2021-07-23,5.07,
Philippines,PHL,2021-07-25,5.46,
Philippines,PHL,2021-07-26,5.56,
Philippines,PHL,2021-07-27,5.76,
Philippines,PHL,2021-07-29,7.15,
Philippines,PHL,2021-08-02,8.32,
Philippines,PHL,2021-08-03,9.38,
Philippines,PHL,2021-08-05,9.77,
Philippines,PHL,2021-08-08,10.6,
Pitcairn,PCN,2021-07-27,63.83,
Pitcairn,PCN,2021-08-02,76.6,
Poland,POL,2021-01-17,0,
Poland,POL,2021-01-18,0.01,
Poland,POL,2021-01-19,0.03,
Poland,POL,2021-01-20,0.07,
Poland,POL,2021-01-21,0.1,
Poland,POL,2021-01-22,0.12,
Poland,POL,2021-01-23,0.12,
Poland,POL,2021-01-24,0.13,
Poland,POL,2021-01-25,0.2,
Poland,POL,2021-01-26,0.33,
Poland,POL,2021-01-27,0.4,
Poland,POL,2021-01-28,0.47,
Poland,POL,2021-01-29,0.52,
Poland,POL,2021-01-30,0.52,
Poland,POL,2021-01-31,0.53,
Poland,POL,2021-02-01,0.62,
Poland,POL,2021-02-02,0.76,
Poland,POL,2021-02-03,0.91,
Poland,POL,2021-02-04,1.04,
Poland,POL,2021-02-05,1.12,
Poland,POL,2021-02-06,1.16,
Poland,POL,2021-02-07,1.19,
Poland,POL,2021-02-09,1.27,
Poland,POL,2021-02-11,1.53,
Poland,POL,2021-02-12,1.65,
Poland,POL,2021-02-13,1.69,
Poland,POL,2021-02-14,1.71,
Poland,POL,2021-02-15,1.74,
Poland,POL,2021-02-16,1.83,
Poland,POL,2021-02-17,2.05,
Poland,POL,2021-02-18,2.29,
Poland,POL,2021-02-19,2.42,
Poland,POL,2021-02-20,2.45,
Poland,POL,2021-02-21,2.46,
Poland,POL,2021-02-22,2.47,
Poland,POL,2021-02-24,2.73,
Poland,POL,2021-02-26,3.09,
Poland,POL,2021-02-28,3.14,
Poland,POL,2021-03-01,3.15,
Poland,POL,2021-03-03,3.39,
Poland,POL,2021-03-04,3.61,
Poland,POL,2021-03-06,3.76,
Poland,POL,2021-03-08,3.79,
Poland,POL,2021-03-09,3.82,
Poland,POL,2021-03-11,4.11,
Poland,POL,2021-03-12,4.22,
Poland,POL,2021-03-13,4.23,
Poland,POL,2021-03-14,4.24,
Poland,POL,2021-03-15,4.25,
Poland,POL,2021-03-16,4.28,
Poland,POL,2021-03-17,4.4,
Poland,POL,2021-03-18,4.57,
Poland,POL,2021-03-19,4.68,
Poland,POL,2021-03-20,4.7,
Poland,POL,2021-03-21,4.71,
Poland,POL,2021-03-22,4.73,
Poland,POL,2021-03-23,4.78,
Poland,POL,2021-03-24,4.91,
Poland,POL,2021-03-26,5.2,
Poland,POL,2021-03-28,5.26,
Poland,POL,2021-03-30,5.33,
Poland,POL,2021-03-31,5.39,
Poland,POL,2021-04-01,5.44,
Poland,POL,2021-04-02,5.47,
Poland,POL,2021-04-04,5.48,
Poland,POL,2021-04-05,5.48,
Poland,POL,2021-04-07,5.52,
Poland,POL,2021-04-08,5.54,
Poland,POL,2021-04-10,5.56,
Poland,POL,2021-04-11,5.57,
Poland,POL,2021-04-12,5.58,
Poland,POL,2021-04-13,5.65,
Poland,POL,2021-04-15,5.94,
Poland,POL,2021-04-19,6.1,
Poland,POL,2021-04-20,6.19,
Poland,POL,2021-04-21,6.38,
Poland,POL,2021-04-22,6.59,
Poland,POL,2021-04-23,6.72,
Poland,POL,2021-04-25,6.81,
Poland,POL,2021-04-27,7.26,
Poland,POL,2021-04-28,7.54,
Poland,POL,2021-04-29,7.59,
Poland,POL,2021-05-01,7.82,
Poland,POL,2021-05-03,7.87,
Poland,POL,2021-05-05,8.74,
Poland,POL,2021-05-06,9.12,
Poland,POL,2021-05-07,9.46,
Poland,POL,2021-05-08,9.64,
Poland,POL,2021-05-09,9.7,
Poland,POL,2021-05-10,9.85,
Poland,POL,2021-05-11,10.14,
Poland,POL,2021-05-13,11.21,
Poland,POL,2021-05-14,11.67,
Poland,POL,2021-05-15,11.98,
Poland,POL,2021-05-16,12.1,
Poland,POL,2021-05-17,12.27,
Poland,POL,2021-05-18,12.67,
Poland,POL,2021-05-20,13.8,
Poland,POL,2021-05-21,14.3,
Poland,POL,2021-05-22,14.67,
Poland,POL,2021-05-23,14.79,
Poland,POL,2021-05-24,15.03,
Poland,POL,2021-05-25,15.47,
Poland,POL,2021-05-26,16.04,
Poland,POL,2021-05-27,16.67,
Poland,POL,2021-05-28,17.34,
Poland,POL,2021-05-29,17.93,
Poland,POL,2021-05-30,18.15,
Poland,POL,2021-05-31,18.55,
Poland,POL,2021-06-01,19.29,
Poland,POL,2021-06-02,20.35,
Poland,POL,2021-06-03,20.55,
Poland,POL,2021-06-04,21.24,
Poland,POL,2021-06-05,21.59,
Poland,POL,2021-06-06,21.73,
Poland,POL,2021-06-07,22.11,
Poland,POL,2021-06-08,22.78,
Poland,POL,2021-06-09,23.6,
Poland,POL,2021-06-10,24.32,
Poland,POL,2021-06-11,25.05,
Poland,POL,2021-06-12,25.57,
Poland,POL,2021-06-13,25.76,
Poland,POL,2021-06-14,26.24,
Poland,POL,2021-06-16,27.71,
Poland,POL,2021-06-17,28.45,
Poland,POL,2021-06-18,29.05,
Poland,POL,2021-06-19,29.43,
Poland,POL,2021-06-20,29.57,
Poland,POL,2021-06-21,29.96,
Poland,POL,2021-06-22,30.76,
Poland,POL,2021-06-23,31.53,
Poland,POL,2021-06-24,31.85,
Poland,POL,2021-06-26,33.33,
Poland,POL,2021-06-27,33.51,
Poland,POL,2021-06-28,33.85,
Poland,POL,2021-06-29,34.44,
Poland,POL,2021-06-30,35.12,
Poland,POL,2021-07-01,35.74,
Poland,POL,2021-07-02,36.24,
Poland,POL,2021-07-03,36.61,
Poland,POL,2021-07-04,36.73,
Poland,POL,2021-07-05,37,
Poland,POL,2021-07-06,37.57,
Poland,POL,2021-07-07,38.34,
Poland,POL,2021-07-08,38.91,
Poland,POL,2021-07-09,39.47,
Poland,POL,2021-07-11,40.11,
Poland,POL,2021-07-12,40.37,
Poland,POL,2021-07-13,40.83,
Poland,POL,2021-07-14,41.48,
Poland,POL,2021-07-15,42.03,
Poland,POL,2021-07-17,42.84,
Poland,POL,2021-07-19,43.11,
Poland,POL,2021-07-20,43.45,
Poland,POL,2021-07-21,43.87,
Poland,POL,2021-07-22,44.28,
Poland,POL,2021-07-23,44.61,
Poland,POL,2021-07-25,44.88,
Poland,POL,2021-07-26,45.03,
Poland,POL,2021-07-27,45.23,
Poland,POL,2021-07-28,45.51,
Poland,POL,2021-07-29,45.75,
Poland,POL,2021-07-30,45.97,
Poland,POL,2021-07-31,46.16,
Poland,POL,2021-08-01,46.23,
Poland,POL,2021-08-02,46.34,
Poland,POL,2021-08-03,46.48,
Poland,POL,2021-08-04,46.67,
Poland,POL,2021-08-05,46.86,
Poland,POL,2021-08-07,47.2,
Poland,POL,2021-08-09,47.32,
Portugal,PRT,2021-01-11,0,
Portugal,PRT,2021-01-12,0,
Portugal,PRT,2021-01-13,0,
Portugal,PRT,2021-01-14,0,
Portugal,PRT,2021-01-15,0,
Portugal,PRT,2021-01-16,0,
Portugal,PRT,2021-01-17,0.01,
Portugal,PRT,2021-01-18,0.01,
Portugal,PRT,2021-01-19,0.09,
Portugal,PRT,2021-01-20,0.18,
Portugal,PRT,2021-01-21,0.23,
Portugal,PRT,2021-01-22,0.25,
Portugal,PRT,2021-01-23,0.29,
Portugal,PRT,2021-01-24,0.29,
Portugal,PRT,2021-01-30,0.64,
Portugal,PRT,2021-01-31,0.66,
Portugal,PRT,2021-02-01,0.78,
Portugal,PRT,2021-02-02,0.8,
Portugal,PRT,2021-02-03,0.85,
Portugal,PRT,2021-02-04,0.94,
Portugal,PRT,2021-02-05,1.04,
Portugal,PRT,2021-02-06,1.12,
Portugal,PRT,2021-02-07,1.13,
Portugal,PRT,2021-02-08,1.15,
Portugal,PRT,2021-02-09,1.16,
Portugal,PRT,2021-02-10,1.26,
Portugal,PRT,2021-02-11,1.43,
Portugal,PRT,2021-02-12,1.67,
Portugal,PRT,2021-02-13,1.93,
Portugal,PRT,2021-02-14,2.03,
Portugal,PRT,2021-02-15,2.12,
Portugal,PRT,2021-02-16,2.17,
Portugal,PRT,2021-02-17,2.23,
Portugal,PRT,2021-02-18,2.31,
Portugal,PRT,2021-02-19,2.44,
Portugal,PRT,2021-02-20,2.56,
Portugal,PRT,2021-02-21,2.6,
Portugal,PRT,2021-02-22,2.61,
Portugal,PRT,2021-02-23,2.63,
Portugal,PRT,2021-02-24,2.65,
Portugal,PRT,2021-02-25,2.68,
Portugal,PRT,2021-02-26,2.71,
Portugal,PRT,2021-02-27,2.77,
Portugal,PRT,2021-02-28,2.78,
Portugal,PRT,2021-03-01,2.81,
Portugal,PRT,2021-03-02,2.83,
Portugal,PRT,2021-03-03,2.84,
Portugal,PRT,2021-03-04,2.89,
Portugal,PRT,2021-03-05,2.95,
Portugal,PRT,2021-03-06,3.03,
Portugal,PRT,2021-03-07,3.07,
Portugal,PRT,2021-03-08,3.14,
Portugal,PRT,2021-03-09,3.16,
Portugal,PRT,2021-03-10,3.18,
Portugal,PRT,2021-03-11,3.27,
Portugal,PRT,2021-03-12,3.41,
Portugal,PRT,2021-03-13,3.54,
Portugal,PRT,2021-03-14,3.59,
Portugal,PRT,2021-03-15,3.65,
Portugal,PRT,2021-03-16,3.68,
Portugal,PRT,2021-03-17,3.74,
Portugal,PRT,2021-03-18,3.95,
Portugal,PRT,2021-03-19,4.28,
Portugal,PRT,2021-03-20,4.55,
Portugal,PRT,2021-03-21,4.68,
Portugal,PRT,2021-03-22,4.73,
Portugal,PRT,2021-03-23,4.8,
Portugal,PRT,2021-03-24,4.82,
Portugal,PRT,2021-03-25,4.86,
Portugal,PRT,2021-03-26,4.9,
Portugal,PRT,2021-03-27,4.93,
Portugal,PRT,2021-03-29,4.94,
Portugal,PRT,2021-03-30,4.97,
Portugal,PRT,2021-03-31,5,
Portugal,PRT,2021-04-01,5.1,
Portugal,PRT,2021-04-02,5.51,
Portugal,PRT,2021-04-03,5.67,
Portugal,PRT,2021-04-04,5.74,
Portugal,PRT,2021-04-05,5.77,
Portugal,PRT,2021-04-06,5.83,
Portugal,PRT,2021-04-07,5.86,
Portugal,PRT,2021-04-08,5.96,
Portugal,PRT,2021-04-09,6.1,
Portugal,PRT,2021-04-10,6.23,
Portugal,PRT,2021-04-11,6.25,
Portugal,PRT,2021-04-12,6.29,
Portugal,PRT,2021-04-13,6.31,
Portugal,PRT,2021-04-14,6.33,
Portugal,PRT,2021-04-15,6.43,
Portugal,PRT,2021-04-16,6.53,
Portugal,PRT,2021-04-17,6.73,
Portugal,PRT,2021-04-18,6.78,
Portugal,PRT,2021-04-19,6.82,
Portugal,PRT,2021-04-20,6.93,
Portugal,PRT,2021-04-21,7.02,
Portugal,PRT,2021-04-22,7.25,
Portugal,PRT,2021-04-23,7.64,
Portugal,PRT,2021-04-24,8.01,
Portugal,PRT,2021-04-25,8.13,
Portugal,PRT,2021-04-26,8.18,
Portugal,PRT,2021-04-27,8.27,
Portugal,PRT,2021-04-28,8.37,
Portugal,PRT,2021-04-29,8.55,
Portugal,PRT,2021-04-30,8.73,
Portugal,PRT,2021-05-01,8.9,
Portugal,PRT,2021-05-02,8.99,
Portugal,PRT,2021-05-03,9.06,
Portugal,PRT,2021-05-04,9.2,
Portugal,PRT,2021-05-05,9.36,
Portugal,PRT,2021-05-06,9.78,
Portugal,PRT,2021-05-07,10.28,
Portugal,PRT,2021-05-08,10.84,
Portugal,PRT,2021-05-09,10.97,
Portugal,PRT,2021-05-10,11.21,
Portugal,PRT,2021-05-11,11.4,
Portugal,PRT,2021-05-12,11.56,
Portugal,PRT,2021-05-13,11.71,
Portugal,PRT,2021-05-14,11.9,
Portugal,PRT,2021-05-15,12.45,
Portugal,PRT,2021-05-16,13.67,
Portugal,PRT,2021-05-17,14.2,
Portugal,PRT,2021-05-18,14.4,
Portugal,PRT,2021-05-19,14.63,
Portugal,PRT,2021-05-20,14.89,
Portugal,PRT,2021-05-21,15.17,
Portugal,PRT,2021-05-22,15.52,
Portugal,PRT,2021-05-23,15.86,
Portugal,PRT,2021-05-24,16.35,
Portugal,PRT,2021-05-25,16.59,
Portugal,PRT,2021-05-26,16.78,
Portugal,PRT,2021-05-27,17.2,
Portugal,PRT,2021-05-28,17.76,
Portugal,PRT,2021-05-29,18.4,
Portugal,PRT,2021-05-30,18.78,
Portugal,PRT,2021-05-31,19.57,
Portugal,PRT,2021-06-01,19.94,
Portugal,PRT,2021-06-02,20.4,
Portugal,PRT,2021-06-03,20.76,
Portugal,PRT,2021-06-04,21.05,
Portugal,PRT,2021-06-05,21.46,
Portugal,PRT,2021-06-06,21.9,
Portugal,PRT,2021-06-07,22.88,
Portugal,PRT,2021-06-08,23.38,
Portugal,PRT,2021-06-09,23.71,
Portugal,PRT,2021-06-10,24.04,
Portugal,PRT,2021-06-11,24.42,
Portugal,PRT,2021-06-12,24.67,
Portugal,PRT,2021-06-13,24.73,
Portugal,PRT,2021-06-14,25.32,
Portugal,PRT,2021-06-15,25.68,
Portugal,PRT,2021-06-16,26.18,
Portugal,PRT,2021-06-17,26.67,
Portugal,PRT,2021-06-18,27.35,
Portugal,PRT,2021-06-19,27.62,
Portugal,PRT,2021-06-20,28.51,
Portugal,PRT,2021-06-21,29.12,
Portugal,PRT,2021-06-22,29.27,
Portugal,PRT,2021-06-23,29.78,
Portugal,PRT,2021-06-24,30.27,
Portugal,PRT,2021-06-25,30.74,
Portugal,PRT,2021-06-26,31.17,
Portugal,PRT,2021-06-27,31.54,
Portugal,PRT,2021-06-28,32.49,
Portugal,PRT,2021-06-29,33,
Portugal,PRT,2021-07-05,36.68,
Portugal,PRT,2021-07-06,37.44,
Portugal,PRT,2021-07-07,38.33,
Portugal,PRT,2021-07-12,42.73,
Portugal,PRT,2021-07-13,43.45,
Portugal,PRT,2021-07-14,44.03,
Portugal,PRT,2021-07-15,44.65,
Portugal,PRT,2021-07-16,45.25,
Portugal,PRT,2021-07-17,45.89,
Portugal,PRT,2021-07-18,46.31,
Portugal,PRT,2021-07-19,47.67,
Portugal,PRT,2021-07-20,48.22,
Portugal,PRT,2021-07-21,48.75,
Portugal,PRT,2021-07-22,49.33,
Portugal,PRT,2021-07-23,49.9,
Portugal,PRT,2021-07-24,50.49,
Portugal,PRT,2021-07-25,51.03,
Portugal,PRT,2021-07-26,52.92,
Portugal,PRT,2021-07-27,53.51,
Portugal,PRT,2021-07-28,54.08,
Portugal,PRT,2021-07-29,54.66,
Portugal,PRT,2021-07-30,55.23,
Portugal,PRT,2021-07-31,55.81,
Portugal,PRT,2021-08-02,57.38,
Portugal,PRT,2021-08-03,57.97,
Portugal,PRT,2021-08-04,58.53,
Portugal,PRT,2021-08-05,59.11,
Portugal,PRT,2021-08-06,59.75,
Portugal,PRT,2021-08-07,60.35,
Portugal,PRT,2021-08-08,60.86,
Portugal,PRT,2021-08-09,61.09,
Qatar,QAT,2021-04-29,19.26,
Qatar,QAT,2021-04-30,19.67,
Qatar,QAT,2021-05-01,20,
Qatar,QAT,2021-05-02,20.37,
Qatar,QAT,2021-05-03,20.97,
Qatar,QAT,2021-05-04,21.65,
Qatar,QAT,2021-05-05,22.13,
Qatar,QAT,2021-05-06,22.63,
Qatar,QAT,2021-05-07,23.17,
Qatar,QAT,2021-05-08,23.72,
Qatar,QAT,2021-05-09,24.21,
Qatar,QAT,2021-05-10,24.91,
Qatar,QAT,2021-05-11,25.63,
Qatar,QAT,2021-05-12,26.44,
Qatar,QAT,2021-05-13,27.23,
Qatar,QAT,2021-05-14,28.04,
Qatar,QAT,2021-05-15,28.61,
Qatar,QAT,2021-05-16,29.32,
Qatar,QAT,2021-05-17,30.08,
Qatar,QAT,2021-05-18,30.82,
Qatar,QAT,2021-05-19,31.6,
Qatar,QAT,2021-05-20,32.24,
Qatar,QAT,2021-05-21,32.8,
Qatar,QAT,2021-05-23,33.74,
Qatar,QAT,2021-05-24,34.27,
Qatar,QAT,2021-05-25,34.85,
Qatar,QAT,2021-05-26,35.46,
Qatar,QAT,2021-05-27,36.11,
Qatar,QAT,2021-05-28,36.64,
Qatar,QAT,2021-05-29,36.84,
Qatar,QAT,2021-05-30,37.16,
Qatar,QAT,2021-05-31,37.6,
Qatar,QAT,2021-06-01,38.01,
Qatar,QAT,2021-06-02,38.39,
Qatar,QAT,2021-06-03,38.59,
Qatar,QAT,2021-06-04,38.79,
Qatar,QAT,2021-06-05,39.06,
Qatar,QAT,2021-06-06,39.37,
Qatar,QAT,2021-06-07,39.78,
Qatar,QAT,2021-06-08,40.1,
Qatar,QAT,2021-06-09,40.37,
Qatar,QAT,2021-06-10,40.83,
Qatar,QAT,2021-06-11,41.28,
Qatar,QAT,2021-06-12,41.57,
Qatar,QAT,2021-06-13,41.92,
Qatar,QAT,2021-06-14,42.33,
Qatar,QAT,2021-06-15,42.77,
Qatar,QAT,2021-06-16,43.03,
Qatar,QAT,2021-06-17,43.26,
Qatar,QAT,2021-06-18,43.53,
Qatar,QAT,2021-06-19,43.72,
Qatar,QAT,2021-06-20,43.93,
Qatar,QAT,2021-06-21,44.21,
Qatar,QAT,2021-06-22,44.42,
Qatar,QAT,2021-06-23,44.81,
Qatar,QAT,2021-06-24,45.41,
Qatar,QAT,2021-06-25,46.18,
Qatar,QAT,2021-06-26,46.64,
Qatar,QAT,2021-06-27,47.39,
Qatar,QAT,2021-06-28,48.09,
Qatar,QAT,2021-06-29,48.85,
Qatar,QAT,2021-06-30,49.64,
Qatar,QAT,2021-07-01,50.29,
Qatar,QAT,2021-07-02,51.1,
Qatar,QAT,2021-07-03,51.39,
Qatar,QAT,2021-07-04,51.67,
Qatar,QAT,2021-07-05,51.98,
Qatar,QAT,2021-07-06,52.31,
Qatar,QAT,2021-07-07,52.68,
Qatar,QAT,2021-07-08,53.08,
Qatar,QAT,2021-07-09,53.41,
Qatar,QAT,2021-07-10,53.56,
Qatar,QAT,2021-07-11,53.7,
Qatar,QAT,2021-07-12,53.94,
Qatar,QAT,2021-07-13,54.21,
Qatar,QAT,2021-07-14,54.57,
Qatar,QAT,2021-07-15,54.9,
Qatar,QAT,2021-07-16,55.29,
Qatar,QAT,2021-07-17,55.41,
Qatar,QAT,2021-07-18,55.78,
Qatar,QAT,2021-07-19,56.38,
Qatar,QAT,2021-07-20,56.81,
Qatar,QAT,2021-07-21,57,
Qatar,QAT,2021-07-22,57.57,
Qatar,QAT,2021-07-23,57.99,
Qatar,QAT,2021-07-24,58.13,
Qatar,QAT,2021-07-26,58.59,
Qatar,QAT,2021-07-27,58.85,
Qatar,QAT,2021-07-28,59.07,
Qatar,QAT,2021-07-29,59.27,
Qatar,QAT,2021-07-30,59.86,
Qatar,QAT,2021-07-31,59.94,
Qatar,QAT,2021-08-01,60.36,
Qatar,QAT,2021-08-02,60.91,
Qatar,QAT,2021-08-03,61.42,
Qatar,QAT,2021-08-04,61.51,
Qatar,QAT,2021-08-05,62.58,
Qatar,QAT,2021-08-06,62.94,
Qatar,QAT,2021-08-07,62.99,
Qatar,QAT,2021-08-08,63.06,
Qatar,QAT,2021-08-09,63.38,
Romania,ROU,2021-01-17,0,
Romania,ROU,2021-01-18,0.01,
Romania,ROU,2021-01-19,0.01,
Romania,ROU,2021-01-20,0.03,
Romania,ROU,2021-01-21,0.05,
Romania,ROU,2021-01-22,0.06,
Romania,ROU,2021-01-23,0.07,
Romania,ROU,2021-01-24,0.07,
Romania,ROU,2021-01-25,0.13,
Romania,ROU,2021-01-26,0.21,
Romania,ROU,2021-01-27,0.3,
Romania,ROU,2021-01-28,0.39,
Romania,ROU,2021-01-29,0.48,
Romania,ROU,2021-01-30,0.53,
Romania,ROU,2021-01-31,0.55,
Romania,ROU,2021-02-01,0.64,
Romania,ROU,2021-02-02,0.72,
Romania,ROU,2021-02-03,0.79,
Romania,ROU,2021-02-04,0.86,
Romania,ROU,2021-02-05,0.95,
Romania,ROU,2021-02-06,1,
Romania,ROU,2021-02-07,1.04,
Romania,ROU,2021-02-08,1.2,
Romania,ROU,2021-02-09,1.37,
Romania,ROU,2021-02-10,1.56,
Romania,ROU,2021-02-11,1.74,
Romania,ROU,2021-02-12,1.92,
Romania,ROU,2021-02-13,2.08,
Romania,ROU,2021-02-14,2.22,
Romania,ROU,2021-02-15,2.36,
Romania,ROU,2021-02-16,2.5,
Romania,ROU,2021-02-17,2.63,
Romania,ROU,2021-02-18,2.74,
Romania,ROU,2021-02-19,2.84,
Romania,ROU,2021-02-20,2.93,
Romania,ROU,2021-02-21,2.99,
Romania,ROU,2021-02-22,3.07,
Romania,ROU,2021-02-23,3.13,
Romania,ROU,2021-02-24,3.18,
Romania,ROU,2021-02-25,3.19,
Romania,ROU,2021-02-26,3.2,
Romania,ROU,2021-02-27,3.21,
Romania,ROU,2021-02-28,3.21,
Romania,ROU,2021-03-01,3.21,
Romania,ROU,2021-03-02,3.22,
Romania,ROU,2021-03-03,3.22,
Romania,ROU,2021-03-04,3.26,
Romania,ROU,2021-03-05,3.31,
Romania,ROU,2021-03-06,3.35,
Romania,ROU,2021-03-07,3.39,
Romania,ROU,2021-03-08,3.42,
Romania,ROU,2021-03-09,3.45,
Romania,ROU,2021-03-10,3.5,
Romania,ROU,2021-03-11,3.55,
Romania,ROU,2021-03-12,3.61,
Romania,ROU,2021-03-13,3.66,
Romania,ROU,2021-03-14,3.71,
Romania,ROU,2021-03-15,3.76,
Romania,ROU,2021-03-16,3.84,
Romania,ROU,2021-03-17,3.91,
